Subj_9,50,4,-200,4,50,3,100,2,100,1,0,3,50,4,100,1,100,2,-50,1,100,2,50,4,50,3,100,2,-150,1,50,3,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,100,1,-250,1,50,3,50,3,0,3,0,3,50,4,100,1,100,2,-100,1,100,2,100,2,100,2,50,4,0,3,-200,1,50,4,50,4,50,4,50,4,50,4,-1150,2,50,4,-200,4,100,1,100,1,-150,1,0,3,50,4,50,4,50,4,100,2,100,2,100,2,100,2,-250,1,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,0,3,-200,1,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,2,50,4,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,Horstmann
Subj_10,50,4,50,4,-1150,2,50,4,50,4,50,4,-200,4,100,1,50,3,-200,1,0,3,50,4,100,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,50,3,0,3,100,1,100,1,-100,1,50,4,50,4,50,4,100,2,100,2,0,3,-250,1,50,4,50,4,100,1,-150,1,50,3,100,2,50,3,100,2,50,4,50,4,100,1,0,3,-50,1,100,2,100,2,100,2,100,2,100,2,0,3,100,1,100,2,100,2,100,1,-1150,2,50,3,-150,1,50,4,100,2,50,4,100,2,100,2,100,2,0,3,100,2,-100,1,50,4,100,2,100,2,100,2,0,3,-250,1,50,4,100,2,100,2,50,4,100,2,-200,4,-1150,2,0,3,100,1,50,4,100,1,100,1,-200,1,100,2,100,2,100,2,100,2,100,2,Horstmann
Subj_11,50,3,50,3,0,3,100,2,100,1,50,4,100,2,100,1,100,2,-100,1,100,2,100,2,100,2,100,2,100,2,-1150,2,-200,1,50,3,0,3,50,3,0,3,0,3,100,2,100,2,100,2,-50,1,100,1,100,1,50,4,50,3,100,2,100,1,-200,4,100,2,-150,1,0,3,50,3,50,3,100,2,-250,1,50,4,50,4,0,3,100,2,-200,1,100,2,0,3,50,3,50,4,-1150,2,100,1,50,3,50,3,100,2,50,4,-100,1,100,2,0,3,50,4,100,1,100,2,50,4,0,3,50,4,-250,1,100,2,-1150,2,-150,1,50,4,0,3,100,2,100,2,100,1,50,3,50,4,100,2,0,3,0,3,0,3,100,2,100,1,50,4,50,3,100,2,-50,1,50,4,100,2,0,3,100,1,100,2,50,4,-200,1,100,2,100,2,50,3,-200,4,100,1,100,2,50,4,100,2,Horstmann
Subj_12,50,3,50,3,50,4,50,4,0,3,50,4,50,4,-50,1,-200,4,100,2,0,3,50,3,50,3,0,3,100,1,-250,1,50,4,50,4,0,3,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,-1150,2,100,2,100,2,0,3,-100,1,50,4,50,4,50,3,50,3,50,4,50,4,100,2,100,2,0,3,100,1,50,4,100,2,-150,1,100,2,0,3,50,4,50,4,0,3,-200,1,100,2,100,2,50,3,50,3,-200,4,100,1,100,1,0,3,100,2,100,2,50,4,50,4,50,3,0,3,100,1,100,1,100,2,-1150,2,50,3,50,3,50,4,50,4,-100,1,50,3,0,3,100,1,-150,1,50,4,50,4,0,3,50,3,50,3,50,4,-200,4,100,2,100,2,100,2,50,3,0,3,50,4,100,1,50,4,0,3,100,2,100,1,100,2,0,3,-50,1,Horstmann
Subj_13,-250,1,100,2,-1150,2,-200,4,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,50,3,50,3,50,3,50,3,0,3,100,2,100,2,0,3,0,3,100,2,50,3,50,3,100,2,0,3,100,2,0,3,50,4,50,4,50,4,50,4,50,4,50,4,-100,1,100,2,-1150,2,50,3,50,3,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,50,4,50,4,-200,4,50,3,0,3,0,3,50,3,0,3,0,3,100,2,100,2,50,4,50,4,50,4,-50,1,50,4,50,4,-200,4,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,50,3,50,4,Horstmann
Subj_14,50,4,50,3,-200,1,100,2,100,2,-1150,2,0,3,50,4,50,4,100,1,100,1,100,1,-50,1,-250,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,-1150,2,50,4,50,4,-200,4,50,4,0,3,-150,1,50,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,4,50,4,100,2,100,2,100,2,100,1,50,3,0,3,100,2,100,2,100,2,100,1,-100,1,50,3,50,4,0,3,50,3,50,3,100,2,100,2,100,2,100,2,0,3,0,3,100,1,100,1,-250,1,0,3,0,3,50,4,50,4,50,4,0,3,-1150,2,50,3,50,3,50,3,0,3,50,3,50,3,100,2,100,2,100,2,100,2,100,2,50,3,0,3,50,3,50,3,Horstmann
Subj_15,0,3,50,4,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,-1150,2,-150,1,50,4,50,4,50,3,50,4,50,3,50,4,50,3,-200,4,0,3,100,2,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,50,3,-200,4,100,1,-100,1,0,3,50,4,100,1,100,2,0,3,50,4,-250,1,100,2,0,3,-50,1,50,4,100,2,50,3,50,4,100,1,100,2,0,3,50,4,100,1,100,2,50,3,50,4,100,1,100,2,50,3,50,4,-100,1,100,2,50,3,50,4,100,1,-1150,2,0,3,50,4,100,1,100,2,0,3,50,4,100,1,100,2,50,3,50,4,100,1,100,2,0,3,50,4,100,1,100,2,0,3,50,4,-50,1,50,3,50,4,-200,1,100,2,50,3,50,4,-150,1,100,2,50,3,-200,4,-250,1,100,2,100,2,Horstmann
Subj_16,50,4,50,4,100,2,-1150,2,100,2,100,1,0,3,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,0,3,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,1,100,1,-250,1,-50,1,100,1,-100,1,-1150,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-200,4,50,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,Horstmann
Subj_17,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,0,3,100,2,100,2,-1150,2,50,4,100,2,100,2,50,4,100,2,50,4,100,2,100,2,50,3,100,2,100,2,100,2,50,3,100,2,100,2,50,4,100,2,100,2,100,2,0,3,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,0,3,0,3,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-250,1,50,3,50,3,100,1,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,1,-150,1,100,1,100,1,-100,1,100,1,-200,1,-50,1,100,2,-1150,2,50,3,100,2,100,2,100,2,100,2,Horstmann
Subj_18,100,2,100,1,50,4,50,3,100,2,-250,1,100,2,100,2,-1150,2,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,-50,1,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-200,4,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,0,3,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,Horstmann
Subj_19,-250,1,50,3,100,2,50,4,100,2,100,2,100,2,100,2,0,3,-200,4,100,2,-1150,2,100,1,-200,1,50,3,50,4,100,2,100,1,50,3,-50,1,100,2,50,4,-150,1,0,3,100,2,100,2,100,2,50,4,100,2,50,4,100,1,100,2,0,3,100,2,50,4,-100,1,-1150,2,50,4,50,4,0,3,100,1,100,2,100,2,100,1,50,4,100,2,50,4,100,1,100,2,100,1,-200,4,100,2,100,1,100,2,50,3,50,4,100,1,100,2,50,3,-50,1,50,4,100,2,0,3,100,2,-200,1,50,4,-1150,2,50,3,50,3,100,2,50,4,-250,1,100,2,100,2,0,3,50,4,100,2,100,1,-1150,2,50,4,50,3,-150,1,100,2,100,2,100,2,50,4,100,2,-100,1,50,3,100,2,50,4,100,2,0,3,100,1,100,2,100,2,50,4,100,2,50,4,100,2,Horstmann
Subj_20,-50,1,50,3,0,3,50,4,100,2,100,2,-1150,2,50,4,100,2,100,2,50,3,50,4,100,2,100,2,50,4,0,3,50,4,100,2,100,2,-200,4,0,3,100,2,100,2,-100,1,100,2,100,2,0,3,-1150,2,50,4,-250,1,50,4,100,2,100,2,0,3,50,4,100,2,50,4,100,2,50,4,100,2,50,4,50,3,50,4,100,2,-200,4,50,3,50,3,100,2,50,4,100,2,100,2,50,4,0,3,50,4,100,2,100,2,50,4,50,3,50,4,100,2,-1150,2,100,2,100,2,50,4,50,3,50,4,100,2,100,2,50,4,0,3,50,4,100,2,100,2,50,4,0,3,50,4,100,2,100,2,50,4,0,3,50,4,-1150,2,100,2,50,4,50,3,-200,4,100,2,100,2,50,4,50,3,100,2,100,2,50,4,0,3,100,2,100,2,50,4,100,2,100,2,50,4,Horstmann
Subj_21,50,4,50,4,50,4,-200,4,100,1,100,2,50,4,0,3,-200,1,-150,1,50,4,50,4,50,4,100,2,-250,1,100,1,50,4,50,3,-100,1,-50,1,100,1,100,1,100,1,-150,1,50,4,100,2,50,3,0,3,-100,1,100,1,-250,1,-200,4,100,1,50,4,100,2,50,3,50,4,100,2,-50,1,-1150,2,50,4,100,2,0,3,50,3,100,1,50,4,100,1,100,2,50,4,0,3,50,3,50,4,100,1,100,2,50,4,-200,1,0,3,0,3,0,3,50,3,0,3,100,2,0,3,100,2,50,4,100,2,100,1,-200,1,50,4,-1150,2,100,2,100,2,100,2,100,2,50,4,100,2,50,3,100,1,-100,1,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,100,2,100,2,-250,1,-200,4,50,4,50,4,100,2,50,3,100,2,-50,1,100,2,50,4,Horstmann
Subj_22,50,4,50,4,-150,1,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,50,3,100,2,100,2,100,2,-1150,2,0,3,100,2,100,2,-1150,2,50,4,50,4,100,2,50,4,100,2,0,3,100,2,50,4,100,2,100,1,100,2,50,3,-200,4,100,1,100,2,50,4,100,2,-200,1,100,2,100,2,50,4,50,3,-1150,2,100,1,-50,1,100,1,-100,1,100,2,100,2,100,2,100,2,100,1,100,2,0,3,50,4,50,4,50,4,100,2,-250,1,100,2,100,2,100,2,0,3,100,2,-200,4,100,2,100,2,0,3,100,2,-150,1,100,2,100,2,100,2,50,4,50,4,50,4,-1150,2,50,4,50,4,100,2,100,2,100,1,100,2,50,3,100,2,50,3,50,3,100,2,0,3,100,2,50,3,0,3,100,2,50,3,50,4,50,4,100,2,0,3,50,3,Horstmann
Subj_23,0,3,100,2,-50,1,50,4,100,2,-1150,2,50,4,50,4,50,4,-200,4,100,2,50,4,50,4,50,4,100,2,50,4,50,4,50,4,100,2,50,4,50,4,-200,4,100,2,50,4,50,4,100,2,50,4,50,3,-100,1,100,2,50,4,50,4,100,2,50,4,100,2,-200,4,100,2,50,3,50,4,100,2,0,3,100,2,50,4,-150,1,50,4,50,4,-1150,2,100,2,100,2,100,2,50,4,50,4,50,4,100,2,50,4,100,2,100,2,50,4,50,4,100,2,100,2,50,4,50,4,50,4,100,2,-1150,2,50,4,50,4,50,4,100,2,100,2,0,3,50,3,0,3,0,3,-250,1,100,1,-200,1,100,2,100,2,100,2,50,4,-200,4,100,2,-1150,2,100,2,100,2,100,2,50,4,50,4,100,1,100,1,100,1,100,1,-250,1,-50,1,-100,1,100,1,100,1,-150,1,Horstmann
Subj_24,100,2,100,2,100,2,100,1,50,3,100,2,50,4,100,1,100,2,100,2,100,1,100,2,-200,1,0,3,50,4,50,4,50,4,100,2,-150,1,50,4,100,2,-1150,2,0,3,50,4,50,4,-50,1,100,2,100,2,50,4,0,3,50,4,100,2,-200,4,100,2,100,2,50,3,-250,1,100,2,0,3,50,4,50,4,50,4,100,2,-1150,2,100,1,-100,1,100,2,50,4,50,4,100,2,-1150,2,0,3,50,3,50,3,100,1,100,2,50,4,100,2,100,1,50,3,50,4,100,2,-50,1,50,3,50,3,50,4,50,4,100,2,100,1,50,3,-200,4,100,2,100,1,100,2,0,3,50,4,100,2,100,2,0,3,50,4,50,4,100,2,-150,1,0,3,50,4,100,2,-200,1,50,3,0,3,50,4,50,4,100,2,100,2,-100,1,0,3,100,2,50,4,-250,1,50,3,50,3,Horstmann
Subj_25,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,100,2,-50,1,100,2,50,4,100,2,50,4,100,2,50,3,100,2,50,4,100,2,0,3,100,2,100,1,100,1,50,4,100,1,50,3,100,2,-250,1,50,4,-200,4,50,3,50,3,0,3,0,3,100,1,100,2,-200,1,0,3,-1150,2,-100,1,50,4,-150,1,50,3,100,1,-150,1,50,4,0,3,50,3,50,3,-200,1,0,3,50,4,50,4,50,3,0,3,100,1,100,1,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,100,1,50,3,0,3,100,1,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,100,1,0,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,Horstmann
Subj_26,50,3,100,1,50,4,100,2,-1150,2,-200,1,-50,1,-100,1,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,-250,1,-200,4,0,3,50,4,50,4,-200,4,50,4,50,4,50,4,50,3,0,3,50,4,50,4,50,4,0,3,50,4,50,4,-200,4,50,3,50,3,0,3,50,4,50,4,50,3,50,3,0,3,50,4,50,4,50,4,0,3,50,4,50,4,50,3,50,3,50,3,0,3,50,4,50,4,50,4,0,3,50,4,50,4,50,4,0,3,50,4,50,4,50,4,50,3,0,3,-200,4,100,2,100,1,50,4,50,4,50,3,100,1,100,2,50,4,50,4,0,3,50,4,100,1,100,2,50,4,50,4,50,3,100,1,100,2,50,4,-200,4,0,3,-150,1,50,4,50,4,50,3,-250,1,100,2,50,4,50,4,50,4,50,3,0,3,Horstmann
Subj_27,50,4,50,4,50,4,-200,4,50,4,0,3,-200,1,100,2,100,1,100,2,50,3,-150,1,100,2,50,4,50,3,100,2,50,4,100,1,0,3,100,2,100,2,-50,1,50,3,100,2,50,4,0,3,0,3,100,1,-1150,2,100,1,50,4,50,3,100,2,100,2,100,2,100,2,50,4,-250,1,100,1,100,2,50,3,-1150,2,100,2,100,2,100,2,100,2,-100,1,100,1,100,1,-50,1,100,1,-200,1,100,1,-150,1,-100,1,-250,1,100,2,100,2,100,2,0,3,0,3,50,4,50,3,100,1,100,2,50,4,0,3,100,1,100,2,50,4,0,3,100,1,100,2,50,4,100,1,100,2,50,4,100,1,100,2,-200,4,0,3,100,1,100,2,50,4,50,3,-150,1,-1150,2,50,4,50,3,-250,1,100,2,100,2,100,2,50,3,50,4,-100,1,-50,1,-200,1,100,2,100,2,Horstmann
Subj_28,100,2,100,2,50,4,50,3,-150,1,100,2,100,2,100,2,50,4,50,3,-100,1,-1150,2,50,3,50,4,100,2,100,2,100,2,100,2,100,1,0,3,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,0,3,-50,1,-250,1,100,2,100,2,100,2,100,2,50,3,0,3,50,3,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,0,3,0,3,-200,1,50,4,-200,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,50,4,50,4,50,4,100,2,50,4,-200,4,100,2,50,4,50,4,50,4,50,4,50,4,-1150,2,Horstmann
Subj_29,100,1,-250,1,-200,1,50,4,100,1,100,2,50,4,50,4,100,1,50,3,0,3,100,1,-200,4,-100,1,100,2,-1150,2,100,2,-50,1,50,4,50,4,50,4,50,3,-150,1,100,2,100,2,50,4,100,2,100,1,50,4,-250,1,50,4,100,2,100,2,50,4,100,2,50,3,100,1,-200,1,100,1,-200,4,-150,1,100,2,-1150,2,100,2,50,4,50,4,100,1,100,2,50,4,100,2,100,1,100,2,-100,1,100,2,50,4,100,1,50,4,100,2,0,3,100,2,50,4,-50,1,50,4,100,2,0,3,100,2,50,4,-100,1,50,4,-50,1,100,2,100,1,50,4,100,2,0,3,100,2,50,4,100,1,50,4,100,2,50,3,100,2,50,4,100,2,50,4,-200,1,50,4,-1150,2,0,3,50,4,100,1,100,2,-200,4,-250,1,100,2,50,4,50,3,100,2,50,4,100,1,Horstmann
